対象年,都道府県,市区町村,警察署等コード,本票番号,事故内容,死者数,負傷者数,発生日時,発生年,発生月,発生日,発生時,発生分,曜日,祝日,昼夜,天候,地形,路面状態,道路形状,信号機,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,当事者A 種別,当事者B 種別,当事者A 用途,当事者B 用途,当事者A 車両形状,当事者B 車両形状,当事者A 年齢,当事者B 年齢,当事者A 人身損傷程度,当事者B 人身損傷程度,当事者A 一時停止規制標識,当事者B 一時停止規制標識,当事者A 速度規制,当事者B 速度規制,当事者A 車両損壊程度,当事者B 車両損壊程度,当事者A エアバッグ,当事者B エアバッグ,緯度,経度
2019,和歌山,みなべ町,110,0152,負傷,0,2,2019/07/22 14:45,2019,7,22,14,45,月,その他,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,45～54歳,0～24歳,負傷,損傷なし,規制なし,規制なし,50㎞／ｈ以下,50㎞／ｈ以下,小破,中破,その他,その他,33.7662142,135.3201178
2019,和歌山,田辺市,110,0153,負傷,0,1,2019/09/29 10:50,2019,9,29,10,50,日,その他,昼－昼,曇,市街地－その他,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,75歳以上,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.7438186,135.3758239
2019,和歌山,田辺市,110,0154,負傷,0,1,2019/09/30 14:05,2019,9,30,14,5,月,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－準中型車,乗用車－軽自動車,事業用,自家用,貨物車,乗用車,45～54歳,25～34歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,その他,33.7361183,135.3590375
2019,和歌山,田辺市,110,0155,負傷,0,1,2019/09/30 13:40,2019,9,30,13,40,月,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－普通車,乗用車－普通車,自家用,事業用,乗用車,乗用車,45～54歳,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.7404069,135.3763592
2019,和歌山,上富田町,110,0156,負傷,0,1,2019/10/10 17:16,2019,10,10,17,16,木,その他,昼－暮,晴,非市街地,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,0～24歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,33.7054564,135.4294744
2019,和歌山,田辺市,110,0157,負傷,0,1,2019/10/08 18:55,2019,10,8,18,55,火,その他,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,25～34歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,30㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,33.7320897,135.3979717
2019,和歌山,田辺市,110,0158,負傷,0,2,2019/10/06 11:35,2019,10,6,11,35,日,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－5.5m以上,カーブ・屈折－左－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,二輪車－自動二輪－小型二輪－751ｃｃ以上,二輪車－自動二輪－小型二輪－251～400cc,自家用,自家用,対象外当事者,対象外当事者,45～54歳,45～54歳,負傷,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,大破,大破,対象外当事者,対象外当事者,33.8206989,135.4885175
2019,和歌山,田辺市,110,0159,負傷,0,1,2019/10/03 16:00,2019,10,3,16,0,木,その他,昼－昼,雨,市街地－人口集中,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両単独,二輪車－一般原付自転車,相手なし,自家用,対象外当事者,対象外当事者,対象外当事者,25～34歳,不明,負傷,対象外当事者,規制なし,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,対象外当事者,対象外当事者,33.7249808,135.3963211
2019,和歌山,田辺市,110,0160,負傷,0,1,2019/03/26 17:35,2019,3,26,17,35,火,その他,昼－暮,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,施設なし,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,貨物車－普通車,自家用,自家用,乗用車,貨物車,35～44歳,55～64歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.740485,135.3921872
2019,和歌山,上富田町,110,0161,負傷,0,1,2019/10/15 16:25,2019,10,15,16,25,火,その他,昼－昼,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－防護柵等,車両相互,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,0～24歳,65～74歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,その他,33.6986675,135.4279875
2019,和歌山,みなべ町,110,0162,負傷,0,1,2019/10/07 15:15,2019,10,7,15,15,月,その他,昼－昼,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－軽自動車,軽車両－自転車,自家用,対象外当事者,貨物車,対象外当事者,65～74歳,0～24歳,損傷なし,負傷,規制なし,規制なし,指定の速度規制なし等,対象外当事者,小破,中破,その他,対象外当事者,33.7832953,135.323765
2019,和歌山,田辺市,110,0163,負傷,0,1,2019/10/11 12:50,2019,10,11,12,50,金,その他,昼－昼,曇,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分なし,車両相互,乗用車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,乗用車,対象外当事者,65～74歳,45～54歳,損傷なし,負傷,標準－反射式,規制なし,40㎞／ｈ以下,40㎞／ｈ以下,小破,小破,その他,対象外当事者,33.7373375,135.3999478
2019,和歌山,田辺市,110,0164,負傷,0,1,2019/10/29 20:50,2019,10,29,20,50,火,その他,夜－夜,晴,非市街地,舗装－乾燥,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,二輪車－一般原付自転車,対象外当事者,自家用,対象外当事者,対象外当事者,対象外当事者,0～24歳,不明,負傷,対象外当事者,標準－反射式,対象外当事者,指定の速度規制なし等,対象外当事者,中破,対象外当事者,対象外当事者,対象外当事者,33.7468089,135.3911361
2019,和歌山,田辺市,110,0165,負傷,0,1,2019/09/26 18:25,2019,9,26,18,25,木,その他,夜－暮,曇,市街地－その他,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,55～64歳,負傷,損傷なし,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,中破,小破,その他,その他,33.7062431,135.3992306
2019,和歌山,すさみ町,111,0019,負傷,0,1,2019/08/21 17:00,2019,8,21,17,0,水,その他,昼－昼,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,施設なし,単路－5.5m以上,カーブ・屈折－左－下り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,貨物車－軽自動車,二輪車－一般原付自転車,自家用,自家用,貨物車,対象外当事者,55～64歳,0～24歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,33.5354511,135.506475
2019,和歌山,田辺市,112,0032,負傷,0,1,2019/10/01 16:10,2019,10,1,16,10,火,その他,昼－昼,曇,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－中型車,乗用車－普通車,自家用,自家用,乗用車,乗用車,65～74歳,25～34歳,負傷,損傷なし,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,33.8259753,135.7764419
2019,和歌山,新宮市,112,0033,死亡,1,0,2019/10/20 17:26,2019,10,20,17,26,日,その他,夜－暮,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,65～74歳,65～74歳,損傷なし,死亡,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,中破,小破,装備あり 作動,対象外当事者,33.6870753,135.9746386
2019,和歌山,新宮市,112,0034,負傷,0,1,2019/10/05 23:20,2019,10,5,23,20,土,その他,夜－夜,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－3.5m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離なし,区分あり－路側帯,車両単独,乗用車－普通車,物件等,自家用,対象外当事者,乗用車,対象外当事者,35～44歳,不明,損傷なし,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,小破,対象外当事者,その他,対象外当事者,33.6840111,135.9786581
2019,和歌山,太地町,112,0035,負傷,0,1,2019/10/15 17:20,2019,10,15,17,20,火,その他,昼－暮,晴,市街地－その他,舗装－乾燥,単路－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央分離なし,区分なし,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,75歳以上,45～54歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,20㎞／ｈ以下,小破,小破,その他,対象外当事者,33.5851086,135.9453414
2019,和歌山,白浜町,113,0024,負傷,0,1,2019/10/10 17:20,2019,10,10,17,20,木,その他,昼－暮,曇,非市街地,舗装－湿潤,交差点－その他,点灯－３灯式,交差点－中（5.5m以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,25～34歳,負傷,損傷なし,規制なし,規制なし,指定の速度規制なし等,40㎞／ｈ以下,小破,中破,その他,その他,33.6077333,135.3917739
2019,和歌山,和歌山市,114,0159,負傷,0,1,2019/09/14 09:15,2019,9,14,9,15,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－路側帯,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,45～54歳,65～74歳,損傷なし,負傷,規制なし,標準－反射式,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2386578,135.1599906
2019,和歌山,和歌山市,114,0160,負傷,0,1,2019/09/24 18:35,2019,9,24,18,35,火,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,交差点－その他,点灯－３灯式,交差点－大（13.0ｍ以上）－中,直線－平坦,交差点内,規制なし,中央分離なし,区分あり－防護柵等,車両相互,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,45～54歳,35～44歳,損傷なし,負傷,規制なし,規制なし,40㎞／ｈ以下,対象外当事者,小破,小破,その他,対象外当事者,34.2331983,135.1557117
2019,和歌山,和歌山市,114,0161,負傷,0,1,2019/09/17 11:50,2019,9,17,11,50,火,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,施設なし,交差点－小（5.5m未満）－小,直線－平坦,交差点内,ゾーン30,中央分離なし,区分あり－路側帯,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,25～34歳,65～74歳,負傷,損傷なし,規制なし,標準－反射式,30㎞／ｈ以下,30㎞／ｈ以下,小破,小破,その他,その他,34.2494386,135.1361828
2019,和歌山,和歌山市,114,0162,負傷,0,1,2019/09/22 11:50,2019,9,22,11,50,日,前日,昼－昼,曇,市街地－人口集中,舗装－乾燥,単路－その他,施設なし,単路－9.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央線－ポストコーン,区分あり－縁石・ブロック等,車両相互,乗用車－普通車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,35～44歳,65～74歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,指定の速度規制なし等,小破,中破,その他,対象外当事者,34.2595897,135.1109756
2019,和歌山,和歌山市,114,0163,負傷,0,1,2019/09/25 17:20,2019,9,25,17,20,水,その他,昼－暮,晴,非市街地,舗装－乾燥,交差点付近－その他,施設なし,単路－5.5m以上,直線－上り,単路（交差点付近を含む）,規制なし,中央線－ペイント,区分あり－路側帯,車両相互,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,75歳以上,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,40㎞／ｈ以下,対象外当事者,中破,小破,その他,対象外当事者,34.2706019,135.0849189
2019,和歌山,和歌山市,114,0164,負傷,0,2,2019/09/28 15:06,2019,9,28,15,6,土,その他,昼－昼,曇,市街地－その他,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,35～44歳,45～54歳,負傷,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2609042,135.1071233
2019,和歌山,和歌山市,114,0165,負傷,0,1,2019/09/28 08:57,2019,9,28,8,57,土,その他,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,点灯－３灯式,単路－13.0m以上,直線－平坦,単路（交差点付近を含む）,規制なし,中央分離帯,区分あり－縁石・ブロック等,車両相互,貨物車－軽自動車,二輪車－自動二輪－軽二輪－126～250cc,自家用,自家用,貨物車,対象外当事者,45～54歳,55～64歳,損傷なし,負傷,対象外当事者,対象外当事者,50㎞／ｈ以下,50㎞／ｈ以下,小破,小破,その他,対象外当事者,34.2603183,135.1787403
2019,和歌山,和歌山市,114,0166,負傷,0,1,2019/09/26 15:30,2019,9,26,15,30,木,その他,昼－昼,晴,市街地－人口集中,舗装－湿潤,交差点－その他,施設なし,交差点－中（5.5m以上）－小,直線－平坦,交差点内,規制なし,中央線－ペイント,区分あり－縁石・ブロック等,車両相互,乗用車－軽自動車,二輪車－一般原付自転車,自家用,自家用,乗用車,対象外当事者,35～44歳,0～24歳,損傷なし,負傷,規制なし,規制なし,50㎞／ｈ以下,指定の速度規制なし等,小破,小破,その他,対象外当事者,34.2493022,135.1331089
2019,和歌山,和歌山市,114,0167,負傷,0,1,2019/10/09 18:32,2019,10,9,18,32,水,その他,夜－暮,晴,市街地－人口集中,舗装－乾燥,一般交通の場所,施設なし,一般交通の場所,一般交通の場所,その他,規制なし,一般交通の場所,区分なし,車両相互,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,45～54歳,35～44歳,損傷なし,負傷,対象外当事者,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,小破,小破,その他,その他,34.2535269,135.1451817
